pmid,title,abstract,year,disease_group
30563358,Prospects for the Primary Prevention of Myocardial Infarction and Stroke.,"Cardiovascular disease (CVD), principally myocardial infarction (MI) and stroke, is the leading clinical and public health problem in the United States and is rapidly becoming so worldwide. Their primary prevention is promising, in theory, but difficult to achieve in practice. The principal modalities that have demonstrated efficacy include therapeutic lifestyle changes (TLCs) and adjunctive drug therapies under the guidance of the health-care provider and tailored to the individual patient. The prevention and treatment of the pandemic of overweight and obesity and lack of regular physical activity, both of which are alarmingly common in the United States, prevention and treatment of hypertension, avoidance and cessation of cigarette smoking, adoption and maintenance of a healthy diet, and avoidance of heavy alcohol consumption all have proven benefits in decreasing the risks of a first MI and stroke as well as other clinical manifestations of CVD. Although adoption of TLCs would avoid the need for adjunctive drug therapies in many primary prevention subjects, this strategy is difficult to achieve or maintain for most and may be insufficient for many, especially those at high risk with metabolic syndrome. The criteria for metabolic syndrome, affecting over 40% of the adult population older than 40 in the United States, include overweight or obesity, dyslipidemia, hypertension, and insulin resistance, a precursor of diabetes. The adjunctive therapies of proven benefit in the primary prevention of MI and stroke include statins, blood pressure medications, aspirin, and drugs to treat insulin resistance and hyperglycemia. Fortunately, even for patients who prefer prescription of pills to proscription of harmful lifestyles, these drug therapies still have net benefits. The adoption and maintenance of TLCs and adjunctive drug therapies into clinical practice will reduce both the incidence of and mortality from a first MI and stroke as well as other major clinical manifestations of CVD.",2019,cardiovascular
34706491,How can exercise reduce cardiovascular disease risk? A primer for the clinician.,"Despite advances in drug development and medical treatments, cardiovascular diseases (CVDs) remain a leading cause of mortality across the globe. Fortunately, CVD can be delayed by engaging in appropriate lifestyle behaviors. An abundance of epidemiological evidence supports a direct association between increased levels of physical activity or cardiovascular fitness and reduced premature CVD morbidity and mortality. These data have been used as the basis for many medical organizations to issue physical activity guidelines to citizens to improve physical activity participation and, ultimately, reduce the risk of CVDs and other chronic diseases. Despite these efforts, physical activity participation around the globe remains low. The medical professional is well suited to promote exercise as a preventative treatment for CVD, although promotion efforts may be less effective without a clear understanding of the mechanisms through which exercise confers cardioprotection. Thus, the purpose of this review is to highlight the cardioprotective effects of exercise training and to explore the underlying mechanistic pathways that might explain these benefits. The review will focus on those physiological pathways that are directly involved in atherosclerotic disease development. They include hypercholesterolemia, hypertension, chronic inflammation, and insulin resistance.",2021,cardiovascular
34441038,Cardiovascular Disease Complicating COVID-19 in the Elderly.,"SARS-CoV-2, a single-stranded RNA coronavirus, causes an illness known as coronavirus disease 2019 (COVID-19). The highly transmissible virus gains entry into human cells primarily by the binding of its spike protein to the angiotensin-converting enzyme 2 receptor, which is expressed not only in lung tissue but also in cardiac myocytes and the vascular endothelium. Cardiovascular complications are frequent in patients with COVID-19 and may be a result of viral-associated systemic and cardiac inflammation or may arise from a virus-induced hypercoagulable state. This prothrombotic state is marked by endothelial dysfunction and platelet activation in both macrovasculature and microvasculature. In patients with subclinical atherosclerosis, COVID-19 may incite atherosclerotic plaque disruption and coronary thrombosis. Hypertension and obesity are common comorbidities in COVID-19 patients that may significantly raise the risk of mortality. Sedentary behaviors, poor diet, and increased use of tobacco and alcohol, associated with prolonged stay-at-home restrictions, may promote thrombosis, while depressed mood due to social isolation can exacerbate poor self-care. Telehealth interventions via smartphone applications and other technologies that document nutrition and offer exercise programs and social connections can be used to mitigate some of the potential damage to heart health.",2021,cardiovascular
25921545,Nutrition and physical activity on hypertension: implication of current evidence and guidelines.,"Hypertension (HTN) is the leading cause of worldwide mortality and is responsible for approximately 40% of deaths from cardiovascular disease, chronicle kidney disease (CKD) and type 2 diabetes mellitus (T2DM) according to the World Health Organization (WHO). It is known that about 80% of all mortality from cardiovascular disorders could be prevented if a healthy diet and higher levels of physical activity were included among general population's lifestyle. Besides, guidelines for the treatment and control of HTN were recently modified for adequate nutritional and physical activity recommendations highlighted in meta-analysis and strong evidences such as randomized clinical trials. Therefore, to discuss nutrition and physical activity in the context of HTN seems to be crucial.",2015,cardiovascular
27297002,Cardiac Rehabilitation in Older Adults.,"The biology of aging and the pathophysiology of cardiovascular disease (CVD) overlap, with the effect that CVD is endemic in the growing population of older adults. Moreover, CVD in older adults is usually complicated by age-related complexities, including multimorbidity, polypharmacy, frailty, and other intricacies that add to the risks of ambiguous symptoms, deconditioning, iatrogenesis, falls, disability, and other challenges. Cardiac rehabilitation (CR) is a comprehensive lifestyle program that can have particular benefit for older patients with cardiovascular conditions. Although CR was originally designed primarily as an exercise training program for younger adults after a myocardial infarction or coronary artery bypass surgery, it has evolved as a comprehensive lifestyle program (promoting physical activity as well as education, diet, risk reduction, and adherence) for a broader range of CVD (coronary heart disease, heart failure, and valvular heart disease). It provides a valuable opportunity to address and moderate many of the challenges pertinent for the large and growing population of older adults with CVD. Cardiac rehabilitation promotes physical function (cardiorespiratory fitness as well as strength and balance) that helps overcome disease and deconditioning as well as related vulnerabilities such as disability, frailty, and falls. Similarly, CR facilitates education, monitoring, and guidance to reduce iatrogenesis and promote adherence. Furthermore, CR fosters cognition, socialization, and independence in older patients. Yet despite all its conceptual benefits, CR is significantly underused in older populations. This review discusses benefits and the paradoxical underuse of CR, as well as evolving models of care that may achieve greater application and efficacy.",2016,cardiovascular
26826295,Obesity and Prevalence of Cardiovascular Diseases and Prognosis-The Obesity Paradox Updated.,"The prevalence and severity of obesity have increased in the United States and most of the Westernized World over recent decades, reaching worldwide epidemics. Since obesity worsens most of the cardiovascular disease (CVD) risk factors, not surprisingly, most CVDs, including hypertension, coronary heart disease, heart failure, and atrial fibrillation, are all increased in the setting of obesity. However, many studies and meta-analyses have demonstrated an obesity paradox with regards to prognosis in CVD patients, with often the overweight and mildly obese having a better prognosis than do their leaner counterparts with the same CVD. The implication for fitness to markedly alter the relationship between adiposity and prognosis and the potential impact of weight loss, in light of the obesity paradox, are all reviewed.",2016,cardiovascular
27762312,Cardiovascular effects of bariatric surgery.,"Obesity is a major global health problem, and its multisystem effects are inextricably linked with elevated cardiovascular risk and adverse outcomes. The cardiovascular benefits of reversing obesity in adults are well-established. Compared with other weight-loss strategies, programmes that incorporate bariatric surgery for weight loss are beneficial for sustained BMI reduction. A marked improvement in cardiovascular risk factors, including hypertension, dyslipidaemia, inflammation, and type 2 diabetes mellitus, has been observed after bariatric surgery. This broad improvement in cardiovascular risk profile has led to substantial reductions in the risk of myocardial infarction, stroke, and death. As with all procedures, the benefits of bariatric surgery must be weighed against its potential risks. Modern bariatric surgery has an excellent safety profile, but important limitations remain, including the potential for surgical complications and nutritional deficiencies, and the lifelong requirement for nutritional supplementation. Surgery should be considered in patients with severe obesity, especially those with cardiovascular comorbidities. In this Review, we summarize the current management options for patients with obesity, and discuss the effects of bariatric surgery on cardiovascular risk factors and outcomes.",2016,cardiovascular
33652816,Could Physical Activity Have any Role in Cardiovascular Disease Prevention in Prisoners? A Systematic Review.,"More than 10.74 million people are currently held in penal institutions worldwide. Moreover, there is also evidence that the percentage of elder and female prisoners has been consistently growing. Cardiovascular diseases are the leading cause of death worldwide. Exercise training and physical activity help to prevent both primary and secondary cardiovascular events. Data on the influence of physical activity on the well-being in prison population is scarce. Here, we discussed, in a systematic review, the general health conditions and the cardiovascular risk profile in the prisoners compared to the general population and evaluated whether or not exercise could be a valuable tool in preventing these diseases in inmates. We performed a systematic review following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement: 769 were initially identified, and a total of 24 studies were finally included. Nine studies evaluated the health conditions in prisoners, five studies evaluated the incidence of cardiovascular disease (CVD) and coronary heart disease (CHD) in the prison population, and 10 studies evaluated the feasibility and the effectiveness of exercise programs in prisoners. Sports-educational programs can benefit prison inmates. It appears that supervised exercise training is an effective coping strategy to deal with incarceration. Moreover, it seems the sports programs might be a useful tool in improving physical and mental health of prisoners as well as in decreasing cardiovascular risk factors.",2021,cardiovascular
34749891,The Influence of Obesity on Care of Adults with Cardiovascular Disease.,"Obesity is a strong independent predictor of cardiovascular disease. In this article, we briefly review the physiologic effects of obesity on the cardiovascular system, discuss how obesity influences history taking, physical assessment, diagnostic testing, and treatment of patients with common cardiovascular conditions such as hypertension, coronary heart disease, and chronic heart failure. Implications for nursing practice will be shared with a focus on lifestyle modifications to be included in patient education.",2021,cardiovascular
26277725,Influence of Physical Activity on Hypertension and Cardiac Structure and Function.,"The global burden of hypertension is rising and accounts for substantial morbidity and mortality. Lifestyle factors such as diet and physical inactivity contribute to this burden, further highlighting the need for prevention efforts to curb this public health epidemic. Regular physical activity is associated with lower blood pressure, reduced cardiovascular risk, and cardiac remodeling. While exercise and hypertension can both be associated with the development of left ventricular hypertrophy (LVH), the cardiac remodeling from hypertension is pathologic with an associated increase in myocyte hypertrophy, fibrosis, and risk of heart failure and mortality, whereas LVH in athletes is generally non-pathologic and lacks the fibrosis seen in hypertension. In hypertensive patients, physical activity has been associated with paradoxical regression or prevention of LVH, suggesting a mechanism by which exercise can benefit hypertensive patients. Further studies are needed to better understand the mechanisms underlying the benefits of physical activity in the hypertensive heart.",2015,cardiovascular
26195099,The Role of Nutrition and Physical Activity in Cholesterol and Aging.,"Cholesterol is a precursor of several substances with important biologic activities; however, it is common to associate this molecule only with bad outcomes. This article reviews the cholesterol metabolism, its functions in the human body, its pathogenicity, and its elimination. The modifications in biochemical paths of cholesterol in aging are highlighted. Finally, the role of diet, physical activity, and exercise in cholesterol management is discussed.",2015,cardiovascular
28161284,Socioeconomic status and risk factors for cardiovascular disease: Impact of dietary mediators.,"It is well known that cardiovascular disease is the leading cause of mortality in the western societies. A number of risk factors such as family history, diabetes, hypertension, obesity, diabetes, smoking and physical inactivity are responsible for a significant proportion of the overall cardiovascular risk. Interestingly, recent data suggest there is a gradient in the incidence, morbidity and mortality of cardiovascular disease across the spectrum of socioeconomic status, as this is defined by educational level, occupation or income. Additionally, dietary mediators seem to play significant role in the pathogenesis of cardiovascular disease, mediating some of the discrepancies in atherosclerosis among different socioeconomic layers. Therefore, in the present article, we aim to review the association between socioeconomic status and cardiovascular disease risk factors and the role of different dietary mediators.",2017,cardiovascular
33494244,"Exercise, Immune System, Nutrition, Respiratory and Cardiovascular Diseases during COVID-19: A Complex Combination.","Coronaviruses (CoVs) represent a large family of RNA viruses that can infect different living species, posing a global threat to human health. CoVs can evade the immune response, replicate within the host, and cause a rapid immune compromise culminating in severe acute respiratory syndrome. In humans, the immune system functions are influenced by physical activity, nutrition, and the absence of respiratory or cardiovascular diseases. This review provides an in-depth study between the interactions of the immune system and coronaviruses in the host to defend against CoVs disease.",2021,cardiovascular
36361072,Time-Dependent Effects of Physical Activity on Cardiovascular Risk Factors in Adults: A Systematic Review.,"Physical activity is an important non-drug-related method to prevent and treat cardiovascular diseases, but how exercise duration affects the cardiovascular metabolic risk factors in adults remains uncertain. This review systematically examines the time-dependent effects of physical activity on cardiovascular risk factors in adults and aims to further the understanding of the temporal therapeutics of exercise. Following the PRISMA guidelines, the PubMed, Web of Science, EMBASE, and CNKI databases were systematically searched for relevant scientific studies from January 2000 to June 2022. A total of 16 studies met the inclusion criteria and were included in the systematic review. The sample size ranged from 11-275 participants who were diagnosed with obesity, hypertension, diabetes mellitus type 2 (T2DM), and Coronary Heart Disease (CAD), while the subjects in four studies did not report any metabolic or cardiovascular disease. Four studies conducted trials of acute exercise interventions, while the remaining intervention periods ranged from 12 days to 12 weeks. The exercise interventions included aerobic training, resistance training, aerobic training that was combined with resistance training, compound exercise, and high-intensity interval exercise, and the training frequency varied from 2-5 times/week. Overall, this review found some evidence that the cardiovascular risk factors in adults may be time-dependent in response to physical activity. However, it is limited by the small sample size for each of the outcomes and several methodological issues, leading to poor comparability between studies. A randomized controlled trial with a larger sample size is supposed to be designed for the relevant population to completely test whether synchronizing the exercise time point in the day with the individual's circadian rhythm can amplify the benefits of the exercise for improving cardiovascular health.",2022,cardiovascular
39369878,Unique cardiometabolic factors in women that contribute to modified cardiovascular disease risk.,"Major risk factors of cardiovascular disease (CVD) include hypertension, obesity, diabetes mellitus and metabolic syndrome; all of which are considered inflammatory conditions. Women are disproportionately affected by inflammatory conditions, with sex differences emerging as early as adolescence. Hormonal fluctuations associated with reproductive events such as menarche, pregnancy and menopause, are hypothesized to promote a pro-inflammatory state in women. Moreover, women who have experienced inflammatory-type conditions such as polycystic ovarian syndrome (PCOS), gestational diabetes or pre-eclampsia, have a cardiometabolic phenotype that pre-disposes to increased risk of myocardial infarction, stroke and coronary heart disease. Women with no notable CVD risk factors are often relatively protected from CVD pre-menopause; but overtake men in risk of major cardiovascular events when the cardiovascular protective effects of oestrogen begin to wane. Sex differences and female-specific factors have long been considered challenging to study and this has led to an underrepresentation of females in clinical trials and lack of female-specific data from pre-clinical studies. However, there is now a clear prerogative to include females at all stages of research, despite inherent complexities and potential variability in data. This review explores recent advancements in our understanding of CVD in women. We summarise the underlying factors unique to women that can promote CVD risk factors, ultimately contributing to CVD burden and the emerging therapies aimed to combat this.",2024,cardiovascular
28432115,"Effects of Exercise on Vascular Function, Structure, and Health in Humans.","Physical activity has profound impacts on the vasculature in humans. Acute exercise induces immediate changes in artery function, whereas repeated episodic bouts of exercise induce chronic functional adaptation and, ultimately, structural arterial remodeling. The nature of these changes in function and structure are dependent on the characteristics of the training load and may be modulated by other factors such as exercise-induced inflammation and oxidative stress. The clinical implications of these physiological adaptations are profound. Exercise impacts on the development of atherosclerosis and on the incidence of primary and secondary cardiovascular events, including myocardial infarction and stroke. Exercise also plays a role in the amelioration of other chronic diseases that possess a vascular etiology, including diabetes and dementia. The mechanisms responsible for these effects of exercise on the vasculature are both primary and secondary in nature, in that the benefits conferred by changes in cardiovascular risk factors such as lipid profiles and blood pressure occur in concert with direct effects of arterial shear stress and mechanotransduction. From an evolutionary perspective, exercise is an essential stimulus for the maintenance of vascular health: <i>exercise is vascular medicine</i>.",2018,cardiovascular
33062134,Impact of Lifestyles (Diet and Exercise) on Vascular Health: Oxidative Stress and Endothelial Function.,"Healthy lifestyle and diet are associated with significant reduction in risk of obesity, type 2 diabetes, and cardiovascular diseases. Oxidative stress and the imbalance between prooxidants and antioxidants are linked to cardiovascular and metabolic diseases. Changes in antioxidant capacity of the body may lead to oxidative stress and vascular dysfunction. Diet is an important source of antioxidants, while exercise offers many health benefits as well. Recent findings have evidenced that diet and physical factors are correlated to oxidative stress. Diet and physical factors have debatable roles in modulating oxidative stress and effects on the endothelium. Since endothelium and oxidative stress play critical roles in cardiovascular and metabolic diseases, dietary and physical factors could have significant implications on prevention of the diseases. This review is aimed at summarizing the current knowledge on the impact of diet manipulation and physical factors on endothelium and oxidative stress, focusing on cardiovascular and metabolic diseases. We discuss the friend-and-foe role of dietary modification (including different diet styles, calorie restriction, and nutrient supplementation) on endothelium and oxidative stress, as well as the potential benefits and concerns of physical activity and exercise on endothelium and oxidative stress. A fine balance between oxidative stress and antioxidants is important for normal functions in the cells and interfering with this balance may lead to unfavorable effects. Further studies are needed to identify the best diet composition and exercise intensity.",2020,cardiovascular
38412317,"Microvascular Disease, Cardiovascular Health, and Risk of Coronary Heart Disease in Type 2 Diabetes: A UK Biobank Study.","The interplay between cardiovascular health metrics (CVHMs) and microvascular disease (MVD) in relation to the risk of incident coronary heart disease (CHD) among individuals with type 2 diabetes mellitus (T2DM) remains to be evaluated. To investigate the role of MVD and CVHMs in the development of CHD among T2DM. We included 19 664 participants with T2DM from the UK Biobank who had CVHM data and were free of CHD during recruitment. CVHMs were defined based on 5 behavioral (body mass index, diet, sleep duration, smoking, and regular exercise) and 3 biological (glycemic control, hyperlipidemia, and hypertension) factors. MVD was defined as the presence of retinopathy, peripheral neuropathy, or chronic kidney disease. Hazard ratio (HR) and 95% CI of CHD were estimated by multivariable Cox regression models. There were 3252 incident cases of CHD recorded after a median follow-up of 12.3 years. After multivariable adjustment, each MVD was separately associated with risk of CHD, and those who had 1 or ≥ 2 MVD had a 27% and an 87% increased risk of developing CHD, respectively. Each unfavorable CVHM was associated with a higher risk of CHD. As compared with MVD-free participants who had ideal CVHMs, those who had ≥ 2 MVD and had poor CVHMs were at particularly high risk of incident CHD (HR = 4.58; 95% CI: 3.58, 5.86), similarly when considering behavioral CVH or biological CVH separately. On an additive scale, there was a positive statistically significant interaction between number of MVD and CVHMs. Coexistence of multiple MVDs was associated with a substantially higher risk of CHD among individuals with T2DM. Such association may be amplified by unfavorable CVHMs.",2024,cardiovascular
28043680,Vitamin D and cardiovascular disease: From atherosclerosis to myocardial infarction and stroke.,"There continues to be interest in understanding the role of vitamin D in the pathogenesis, epidemiology and prevention of cardiovascular disease (CVD). In fact vitamin D deficiency has been associated to an increased risk of developing CVD given to the relationship between low vitamin D levels and obesity, diabetes mellitus, dyslipidaemia, endothelial dysfunction and hypertension. However, although vitamin D has been identified as a potentially important marker of CVD, the mechanisms through which vitamin D deficiency leads from endothelial dysfunction to myocardial infarction and stroke are not fully understood. Thus, the goal of this review is to provide an updated review of the literature on the basic science of how vitamin D may affect the cardiovascular system and in particular to analyze the role that vitamin D may have in the whole dynamic process from the initiation of endothelial dysfunction to the development of myocardial infarction and stroke.",2017,cardiovascular
29519350,Can Weight Control and Regular Physical Activity Increase Survival in CHD Patients?,,2018,cardiovascular
26796398,Exercise at the Extremes: The Amount of Exercise to Reduce Cardiovascular Events.,"Habitual physical activity and regular exercise training improve cardiovascular health and longevity. A physically active lifestyle is, therefore, a key aspect of primary and secondary prevention strategies. An appropriate volume and intensity are essential to maximally benefit from exercise interventions. This document summarizes available evidence on the relationship between the exercise volume and risk reductions in cardiovascular morbidity and mortality. Furthermore, the risks and benefits of moderate- versus high-intensity exercise interventions are compared. Findings are presented for the general population and cardiac patients eligible for cardiac rehabilitation. Finally, the controversy of excessive volumes of exercise in the athletic population is discussed.",2016,cardiovascular
29313752,Recent Science and Clinical Application of Nutrition to Coronary Heart Disease.,"One of the greatest threats to mortality in industrialized societies continues to be coronary heart disease (CHD). Moreover, the ability to decrease the incidence of CHD has reached a limit utilizing traditional diagnostic evaluations and prevention and treatment strategies for the top five cardiovascular risk factors (hypertension, diabetes mellitus, dyslipidemia, obesity, and smoking). It is well known that about 80% of CHD can be prevented with optimal nutrition, coupled with exercise, weight management, mild alcohol intake, and smoking cessation. Among all of these factors, optimal nutrition provides the basic foundation for prevention and treatment of CHD. Numerous prospective nutrition clinical trials have shown dramatic reductions in the incidence of CHD. As nutritional science and nutrigenomics research continues, our ability to adjust the best nutrition with an individualized approach is emerging. This article reviews the role of nutrition in the prevention and treatment of CHD and myocardial infarction (MI).",2018,cardiovascular
27641779,Contemporary issues regarding nutrition in cardiovascular rehabilitation.,"In this article, we discuss certain contemporary and controversial topics in cardiovascular (CV) nutrition including recent data regarding the health benefits of the Mediterranean diet, the role of saturated fatty acids, red meat and the microbiome in CV disease and the current role of personalized CV nutrition. Findings from the PREDIMED study now demonstrate the health benefits of the Mediterranean diet even in the absence of heart disease. The study highlighted that even small, sustained and easily implementable changes to diet can provide significant health benefits even in Mediterranean regions. Likewise, observational data in secondary prevention show that increased adherence to the Mediterranean diet is associated with good long-term clinical outcomes among subjects with stable coronary heart disease. The role of saturated fats in the development of CV disease remains controversial, although data suggest that these fats are associated with modestly increased risk of CV events. In contrast, the obesity epidemic currently driving the CV risk worldwide is in large part due to excess consumption of refined carbohydrates. Furthermore, a growing body of evidence suggests that the intestinal microbiome is highly sensitive to lifestyle choices and may play a pivotal role in modulating CV disease development. For example, recent evidence linking processed and unprocessed meats to increased CV risk pointed to the gut microbial metabolite trimethylamine N-oxide as a potential culprit. Finally, given the high interindividual variability in response to interventions including diet, personalized nutrition has potential to play a major role in tailoring diets based on genetic make-up to maximize health benefits. This approach is still in its infancy but is highly promising.",2017,cardiovascular
27267537,Exercise Dose in Clinical Practice.,"There is wide variability in the physical activity patterns of the patients in contemporary clinical cardiovascular practice. This review is designed to address the impact of exercise dose on key cardiovascular risk factors and on mortality. We begin by examining the body of literature that supports a dose-response relationship between exercise and cardiovascular disease risk factors, including plasma lipids, hypertension, diabetes mellitus, and obesity. We next explore the relationship between exercise dose and mortality by reviewing the relevant epidemiological literature underlying current physical activity guideline recommendations. We then expand this discussion to critically examine recent data pertaining to the impact of exercise dose at the lowest and highest ends of the spectrum. Finally, we provide a framework for how the key concepts of exercise dose can be integrated into clinical practice.",2016,cardiovascular
34724167,Exercise Training: The Holistic Approach in Cardiovascular Prevention.,"Nowadays, there are robust clinical and pathophysiological evidence supporting the beneficial effects of physical activity on cardiovascular (CV) system. Thus, the physical activity is considered a key strategy for CV prevention. In fact, exercise training exerts favourable effects on all risk factors for CV diseases (i.e. essential hypertension, type 2 diabetes mellitus, hypercholesterolemia, obesity, metabolic syndrome, etc…). In addition, all training modalities such as the aerobic (continuous walking, jogging, cycling, etc.) or resistance exercise (weights), as well as the leisure-time physical activity (recreational walking, gardening, etc) prevent the development of the major CV risk factors, or delay the progression of target organ damage improving cardio-metabolic risk. Exercise training is also the core component of all cardiac rehabilitation programs that have demonstrated to improve the quality of life and to reduce morbidity in patients with CV diseases, mostly in patients with coronary artery diseases. Finally, it is still debated whether or not exercise training can influence the occurrence of atrial and ventricular arrhythmias. In this regard, there is some evidence that exercise training is protective predominantly for atrial arrhythmias, reducing the incidence of atrial fibrillation. In conclusion, the salutary effects evoked by physical acitvity are useful in primary and secondary CV prevention.",2021,cardiovascular
35165168,Association of physical activity trajectories with major cardiovascular diseases in elderly people.,"Cardiovascular benefits deriving from physical activity are well known, but it is unclear whether physical activity trajectories in late life are associated with different risks of cardiovascular diseases. Progetto Veneto Anziani (Pro.V.A.) is a cohort study of 3099 Italians aged ≥65 years with baseline assessment in 1995-1997 and follow-up visits at 4 and 7 years. Surveillance was extended to 2018 by linkage with hospital and mortality records. Prevalent and incident cardiovascular diseases (coronary heart disease, heart failure and stroke) were identified through clinical examination, questionnaire, or hospital records. Moderate to vigorous physical activity was considered as a time-varying variable. Physical activity trajectories were categorised as: stable-low, high-decreasing, low-increasing and stable-high. Exposure was also assessed at 70, 75, 80 and 85 years. Overall, physical activity was associated with lower rates of incident cardiovascular diseases. A significant risk reduction was present among men and was stronger earlier in late life (70-75 years). Trajectories of stable-high physical activity were associated with a significantly lower risk of cardiovascular outcomes among men (HR 0.48, 95% CI 0.27 to 0.86) compared with those with stable-low trajectories (p for trend 0.002). No significant association was found with stroke. The greatest cardiovascular risk reduction was observed for >20 min/day of physical activity, and was more marked at 70 years. Increasingly active trajectories of physical activity were associated with lower rates of cardiovascular diseases and overall mortality. Promoting at least 20 min/day of physical activity early in late life seems to provide the greatest cardiovascular benefits.",2022,cardiovascular
30047332,"Endothelial Regenerative Capacity and Aging: Influence of Diet, Exercise and Obesity.","The endothelium plays an important role in cardiovascular regulation, from blood flow to platelet aggregation, immune cell infiltration and demargination. A dysfunctional endothelium leads to the onset and progression of Cardiovascular Disease (CVD). The aging endothelium displays significant alterations in function, such as reduced vasomotor functions and reduced angiogenic capabilities. This could be partly due to elevated levels of oxidative stress and reduced endothelial cell turnover. Circulating angiogenic cells, such as Endothelial Progenitor Cells (EPCs) play a significant role in maintaining endothelial health and function, by supporting endothelial cell proliferation, or via incorporation into the vasculature and differentiation into mature endothelial cells. However, these cells are reduced in number and function with age, which may contribute to the elevated CVD risk in this population. However, lifestyle factors, such as exercise, physical activity obesity, and dietary intake of omega-3 polyunsaturated fatty acids, nitrates, and antioxidants, significantly affect the number and function of these circulating angiogenic cells. This review will discuss the effects of advancing age on endothelial health and vascular regenerative capacity, as well as the influence of diet, exercise, and obesity on these cells, the mechanistic links and the subsequent impact on cardiovascular health.",2018,cardiovascular
29895589,Physical Activity and Incident Cardiovascular Disease in Women: Is the Relation Modified by Level of Global Cardiovascular Risk?,"The inverse association between physical activity and cardiovascular disease (CVD) is well- established and has previously been shown in people with and without single CVD risk factors. We examined whether level of global cardiovascular risk, on the basis of the pooled cohort equation or Reynolds risk score, which include multiple risk factors, modified the physical activity-CVD association. Participants in the prospective WHS (Women's Health Study; n=27 536) reported their leisure-time physical activity at study entry (1992-1995) and during follow-up through 2013. Participants were divided into 10-year cardiovascular risk groups on the basis of the pooled cohort equation and Reynolds risk score. The primary outcome was incident total CVD. The CVD hazard ratio for active (≥500 kcal/wk of physical activity) compared with inactive (<500 kcal/wk) individuals was 0.73 (95% confidence interval, 0.66-0.80) in multivariable models. This association was not modified by level of cardiovascular risk; physical activity was inversely associated with CVD within all pooled cohort equation and Reynolds risk score groups (<i>P</i>=0.17 and <i>P</i>=0.66 for interaction, respectively). When the joint association of physical activity and level of cardiovascular risk was examined, women with higher risk on the basis of either the pooled cohort equation or Reynolds risk score had higher CVD rates compared with those at low risk, regardless of physical activity. However, among women at both high and low risk, being physically active was associated with lower risk of CVD events. In this large prospective cohort of women, level of global cardiovascular risk did not modify the inverse association between leisure-time physical activity and incident CVD. Thus, promoting physical activity is important in women at both low and high cardiovascular risk.",2018,cardiovascular
37513581,Exercise Is Medicine: How Do We Implement It?,"Exercise is well known to have beneficial effects on various disease states. In this paper, we broadly describe the fundamental concepts that are shared among various disease states, including obesity, type 2 diabetes (T2D), cardiovascular disease (CVD), heart failure (HF), cancer, and psychological well-being, and the beneficial effects of exercise training within these concepts. We highlight issues involved in implementing exercise recommendations and describe the potential impacts and challenges to medical professionals and patients. Problems are identified and discussed with respect to the future roles of professionals in the current built environment with its limited infrastructure to support current physical activity recommendations.",2023,cardiovascular
29237243,Exercise-related severe cardiac events.,"Physical activity has benefits on health. However, there is a small risk of effort-related adverse events. The aim of this study is to describe exercise-related severe cardiovascular events and to relate them with the type of sport performed. We performed a ten-year retrospective study in eight Spanish cardiac intensive care units. Adverse cardiac events were defined as acute myocardial infarction, cardiac arrest or syncope related to physical activity. From 117 patients included, 109 were male (93.2%), and mean age was 51.6 ± 12.3 years; 56 presented acute myocardial infarction without cardiac arrest (47.9%), 55 sudden cardiac death (47.0%) and six syncope (5.1%). The sports with higher number of events were cycling (33%-28.2%), marathon or similar running competitions (19%-16.2%), gymnastics (18%-15.3%) and soccer (17%-14.5%). Myocardial infarction was observed more frequently in cyclists compared to other sports (69.7% vs 39.3%, P = .001). The most common cause of sudden cardiac death was myocardial infarction in those >35 years (23%-63.9%) and idiopathic ventricular fibrillation in younger patients (5%-62.5%). Significant coronary artery disease was present in 85 (79.4%). Only one patient with cardiac arrest presented with a non-shockable rhythm (asystole). Eleven patients (9.4%) died during hospitalization; in all cases, they had presented cardiac arrest. All discharged patients were alive at the end of follow-up. Exercise-related severe cardiac events are mainly seen in men. Coronary heart disease is very frequent; about half present acute myocardial infarction and the other half cardiac arrest. In our cohort, prognosis was good in patients without cardiac arrest.",2018,cardiovascular
